id,image_url,imdb_rating,imdb_votes,number_in_season,number_in_series,original_air_date,original_air_year,production_code,season,title,us_viewers_in_millions,video_url,views
81,http://static-media.fxx.com/img/FX_Networks_-_FXX/432/843/Simpsons_04_21.jpg,8.2,1269,22,81,13/05/1993,1993,9F19,4,Krusty Gets Kancelled,19.4,http://www.simpsonsworld.com/video/274256963874,59948
80,http://static-media.fxx.com/img/FX_Networks_-_FXX/32/119/Simpsons_04_22.jpg,7.7,1080,21,80,06/05/1993,1993,9F20,4,Marge in Chains,17.3,http://www.simpsonsworld.com/video/299606595657,68692
79,http://static-media.fxx.com/img/FX_Networks_-_FXX/350/323/Simpsons_04_20.jpg,8.1,1234,20,79,29/04/1993,1993,9F18,4,Whacking Day,20,http://www.simpsonsworld.com/video/288129091929,60739
78,http://static-media.fxx.com/img/FX_Networks_-_FXX/255/603/Simpsons_04_18.jpg,8.1,1122,19,78,15/04/1993,1993,9F16,4,The Front,20.1,http://www.simpsonsworld.com/video/288029763650,53404
77,http://static-media.fxx.com/img/FX_Networks_-_FXX/695/327/Simpsons_04_19.jpg,7.2,1105,18,77,01/04/1993,1993,9F17,4,So It's Come to This: A Simpsons Clip Show,25.5,http://www.simpsonsworld.com/video/305670723781,49139
76,http://static-media.fxx.com/img/FX_Networks_-_FXX/71/579/Simpsons_04_17_Last_Exit_to_Springfield.jpg,9,1827,17,76,11/03/1993,1993,9F15,4,Last Exit to Springfield,22.4,http://www.simpsonsworld.com/video/357630019692,71907
75,http://static-media.fxx.com/img/FX_Networks_-_FXX/214/847/Simpsons_04_16_Duffless.jpg,8.3,1209,16,75,18/02/1993,1993,9F14,4,Duffless,25.7,http://www.simpsonsworld.com/video/277249603926,84874
74,http://static-media.fxx.com/img/FX_Networks_-_FXX/290/251/Simpsons_04_15.jpg,8.3,1268,15,74,11/02/1993,1993,9F13,4,I Love Lisa,25.2,http://www.simpsonsworld.com/video/274107459686,62309
73,http://static-media.fxx.com/img/FX_Networks_-_FXX/286/347/Simpsons_04_14.jpg,8.1,1176,14,73,04/02/1993,1993,9F12,4,Brother from the Same Planet,23.8,http://www.simpsonsworld.com/video/274103363992,59040
72,http://static-media.fxx.com/img/FX_Networks_-_FXX/72/899/Simpsons_04_13.jpg,8,1153,13,72,21/01/1993,1993,9F11,4,Selma's Choice,24.5,http://www.simpsonsworld.com/video/310386755912,56396
71,http://static-media.fxx.com/img/FX_Networks_-_FXX/353/959/Simpsons_04_12.jpg,9,2028,12,71,14/01/1993,1993,9F10,4,Marge vs. the Monorail,23,http://www.simpsonsworld.com/video/306386499796,88171
70,http://static-media.fxx.com/img/FX_Networks_-_FXX/781/42/Simpsons_04_11.jpg,8.7,1445,11,70,17/12/1992,1992,9F09,4,Homer's Triple Bypass,23.6,http://www.simpsonsworld.com/video/273548355538,57400
69,http://static-media.fxx.com/img/FX_Networks_-_FXX/252/675/Simpsons_04_10.jpg,8.5,1350,10,69,03/12/1992,1992,9F08,4,Lisa's First Word,28.6,http://www.simpsonsworld.com/video/288026691837,62070
68,http://static-media.fxx.com/img/FX_Networks_-_FXX/777/139/Simpsons_04_09.jpg,8.8,1595,9,68,19/11/1992,1992,9F07,4,Mr. Plow,24,http://www.simpsonsworld.com/video/273544259768,63564
67,http://static-media.fxx.com/img/FX_Networks_-_FXX/775/187/Simpsons_04_08.jpg,8.2,1240,8,67,12/11/1992,1992,9F06,4,New Kid on the Block,23.1,http://www.simpsonsworld.com/video/273542211871,54557
66,http://static-media.fxx.com/img/FX_Networks_-_FXX/38/975/Simpsons_04_07.jpg,7.8,1163,7,66,05/11/1992,1992,9F05,4,Marge Gets a Job,22.9,http://www.simpsonsworld.com/video/299613763656,69527
65,http://static-media.fxx.com/img/FX_Networks_-_FXX/672/279/Simpsons_04_05.jpg,8.2,1293,6,65,03/11/1992,1992,9F03,4,Itchy & Scratchy: The Movie,20.1,http://www.simpsonsworld.com/video/278803011830,55740
64,http://static-media.fxx.com/img/FX_Networks_-_FXX/693/375/Simpsons_04_06.jpg,8.4,1394,5,64,29/10/1992,1992,9F04,4,Treehouse of Horror III,25.1,http://www.simpsonsworld.com/video/305668675610,108171
63,http://static-media.fxx.com/img/FX_Networks_-_FXX/770/807/Simpsons_04_04.jpg,7.8,1194,4,63,15/10/1992,1992,9F02,4,Lisa the Beauty Queen,19,http://www.simpsonsworld.com/video/273537603930,52203
62,http://static-media.fxx.com/img/FX_Networks_-_FXX/991/623/Simpsons_04_03.jpg,9,1747,3,62,08/10/1992,1992,9F01,4,Homer the Heretic,19.3,http://www.simpsonsworld.com/video/279137859827,64605
61,http://static-media.fxx.com/img/FX_Networks_-_FXX/770/807/Simpsons_04_01__722726.jpg,8.1,1339,2,61,01/10/1992,1992,8F18,4,A Streetcar Named Marge,18.3,http://www.simpsonsworld.com/video/273537603751,54487
60,http://static-media.fxx.com/img/FX_Networks_-_FXX/987/218/Simpsons_04_02.jpg,8.4,1414,1,60,24/09/1992,1992,8F24,4,Kamp Krusty,21.8,http://www.simpsonsworld.com/video/279133251579,67081
59,http://static-media.fxx.com/img/FX_Networks_-_FXX/954/11/BrotherCanYouSpare.jpg,8.2,1227,24,59,27/08/1992,1992,8F23,3,"Brother, Can You Spare Two Dimes?",17.2,http://www.simpsonsworld.com/video/279098435798,50936
58,http://static-media.fxx.com/img/FX_Networks_-_FXX/140/895/BartsFriendFallsInLove.jpg,7.8,1160,23,58,07/05/1992,1992,8F22,3,Bart's Friend Falls in Love,19.5,http://www.simpsonsworld.com/video/280393283967,48058
57,http://static-media.fxx.com/img/FX_Networks_-_FXX/958/415/TheOttoShow.jpg,7.7,1176,22,57,23/04/1992,1992,8F21,3,The Otto Show,17.5,http://www.simpsonsworld.com/video/279103043694,50068
56,http://static-media.fxx.com/img/FX_Networks_-_FXX/539/427/BlackWidower.jpg,8.2,1233,21,56,09/04/1992,1992,8F20,3,Black Widower,17.3,http://www.simpsonsworld.com/video/272221251812,57582
55,http://static-media.fxx.com/img/FX_Networks_-_FXX/534/47/ColonelHomer.jpg,7.9,1233,20,55,26/03/1992,1992,8F19,3,Colonel Homer,25.5,http://www.simpsonsworld.com/video/272215619762,46901
54,http://static-media.fxx.com/img/FX_Networks_-_FXX/573/459/Simpsons_03_19.jpg,7.7,1165,19,54,12/03/1992,1992,8F17,3,Dog of Death,23.4,http://www.simpsonsworld.com/video/274404419620,49665
53,http://static-media.fxx.com/img/FX_Networks_-_FXX/426/747/SeparateVocations.jpg,8.2,1201,18,53,27/02/1992,1992,8F15,3,Separate Vocations,23.7,http://www.simpsonsworld.com/video/263513155607,61508
52,http://static-media.fxx.com/img/FX_Networks_-_FXX/66/543/HomerattheBat.jpg,8.6,1637,17,52,20/02/1992,1992,8F13,3,Homer at the Bat,24.6,http://www.simpsonsworld.com/video/310380099768,72378
51,http://static-media.fxx.com/img/FX_Networks_-_FXX/546/759/BarttheLover.jpg,8.3,1272,16,51,13/02/1992,1992,8F16,3,Bart the Lover,20.5,http://www.simpsonsworld.com/video/272228931984,53123
50,http://static-media.fxx.com/img/FX_Networks_-_FXX/542/855/HomerAlone.jpg,8,1176,15,50,06/02/1992,1992,8F14,3,Homer Alone,23.7,http://www.simpsonsworld.com/video/272224835795,58991
49,http://static-media.fxx.com/img/FX_Networks_-_FXX/643/854/LisatheGreek.jpg,8,1179,14,49,23/01/1992,1992,8F12,3,Lisa the Greek,23.2,http://www.simpsonsworld.com/video/273404483565,49457
48,http://static-media.fxx.com/img/FX_Networks_-_FXX/378/791/RadioBart.jpg,8.5,1365,13,48,09/01/1992,1992,8F11,3,Radio Bart,24.2,http://www.simpsonsworld.com/video/272052803895,58919
47,http://static-media.fxx.com/img/FX_Networks_-_FXX/43/355/I_Married_Marge.jpg,8.2,1213,12,47,26/12/1991,1991,8F10,3,I Married Marge,21.9,http://www.simpsonsworld.com/video/299618371603,47880
46,http://static-media.fxx.com/img/FX_Networks_-_FXX/66/542/BURNS_DE_KRAFTWERK.jpg,8.2,1291,11,46,05/12/1991,1991,8F09,3,Burns Verkaufen der Kraftwerk,21.1,http://www.simpsonsworld.com/video/310380099512,55987
45,http://static-media.fxx.com/img/FX_Networks_-_FXX/688/495/FlamingMoes.jpg,8.8,1618,10,45,21/11/1991,1991,8F08,3,Flaming Moe's,23.9,http://www.simpsonsworld.com/video/305663555961,58968
44,http://static-media.fxx.com/img/FX_Networks_-_FXX/262/139/SaturdaysofThunder.jpg,7.9,1194,9,44,14/11/1991,1991,8F07,3,Saturdays of Thunder,24.7,http://www.simpsonsworld.com/video/256898115598,55808
43,http://static-media.fxx.com/img/FX_Networks_-_FXX/61/163/Simpsons_03_Lisas_Pony.jpg,7.9,1243,8,43,07/11/1991,1991,8F06,3,Lisa's Pony,23,http://www.simpsonsworld.com/video/310374467809,53093
42,http://static-media.fxx.com/img/FX_Networks_-_FXX/380/243/Simpsons_03_04.jpg,8.2,1369,7,42,31/10/1991,1991,8F02,3,Treehouse of Horror II,20,http://www.simpsonsworld.com/video/272054339616,103012
41,http://static-media.fxx.com/img/FX_Networks_-_FXX/239/191/Simpsons_03_07.jpg,7.7,1262,6,41,24/10/1991,1991,8F05,3,"Like Father, Like Clown",20.2,http://www.simpsonsworld.com/video/256874051703,45586
40,http://static-media.fxx.com/img/FX_Networks_-_FXX/210/387/HomerDefined.jpg,8.5,1452,5,40,17/10/1991,1991,8F04,3,Homer Defined,20.6,http://www.simpsonsworld.com/video/256843843704,50601
39,http://static-media.fxx.com/img/FX_Networks_-_FXX/241/939/BarttheMurderer.jpg,8.7,1446,4,39,10/10/1991,1991,8F03,3,Bart the Murderer,20.8,http://www.simpsonsworld.com/video/288015427922,64342
38,http://static-media.fxx.com/img/FX_Networks_-_FXX/377/314/WhenFlandersFailed.jpg,8.2,1302,3,38,03/10/1991,1991,7F23,3,When Flanders Failed,22.8,http://www.simpsonsworld.com/video/272051267562,53499
37,http://static-media.fxx.com/img/FX_Networks_-_FXX/305/315/MrLisaGoestoWashington.jpg,7.7,1274,2,37,26/09/1991,1991,8F01,3,Mr. Lisa Goes to Washington,20.2,http://www.simpsonsworld.com/video/275196995796,52098
36,http://static-media.fxx.com/img/FX_Networks_-_FXX/551/639/Simpsons_03_02.jpg,8.6,1798,1,36,19/09/1991,1991,7F24,3,Stark Raving Dad,22.9,http://www.simpsonsworld.com/video/272234051980,55238
35,http://static-media.fxx.com/img/FX_Networks_-_FXX/368/31/Simpsons_02_22.jpg,8,1223,22,35,11/07/1991,1991,7F22,2,Blood Feud,17.3,http://www.simpsonsworld.com/video/272041539932,52829
34,http://static-media.fxx.com/img/FX_Networks_-_FXX/55/807/Simpsons_02_21.jpg,8.4,1379,21,34,09/05/1991,1991,7F21,2,Three Men and a Comic Book,21,http://www.simpsonsworld.com/video/310368835964,50403
33,http://static-media.fxx.com/img/FX_Networks_-_FXX/366/579/the_war_of_simpsons.jpg,7.9,1246,20,33,02/05/1991,1991,7F20,2,The War of the Simpsons,19.7,http://www.simpsonsworld.com/video/272040003661,51997
32,http://static-media.fxx.com/img/FX_Networks_-_FXX/238/11/Simpsons_02_19.jpg,8.5,1684,19,32,25/04/1991,1991,7F19,2,Lisa's Substitute,17.7,http://www.simpsonsworld.com/video/288011331912,52770
31,http://static-media.fxx.com/img/FX_Networks_-_FXX/381/719/brush_w_greatness.jpg,8,1257,18,31,11/04/1991,1991,7F18,2,Brush with Greatness,20.6,http://www.simpsonsworld.com/video/272055875843,58561
30,http://static-media.fxx.com/img/FX_Networks_-_FXX/418/939/old_money.jpg,7.6,1243,17,30,28/03/1991,1991,7F17,2,Old Money,21.2,http://www.simpsonsworld.com/video/263504963955,44331
29,http://static-media.fxx.com/img/FX_Networks_-_FXX/361/699/bart.jpg,7.5,1264,16,29,07/03/1991,1991,7F14,2,"Bart's Dog Gets an ""F""",23.9,http://www.simpsonsworld.com/video/272034883946,47780
28,http://static-media.fxx.com/img/FX_Networks_-_FXX/372/934/Simpsons_02_16.jpg,8.2,1413,15,28,21/02/1991,1991,7F16,2,"Oh Brother, Where Art Thou?",26.8,http://www.simpsonsworld.com/video/272046659561,47426
27,http://static-media.fxx.com/img/FX_Networks_-_FXX/411/107/Simpsons_02_15.jpg,7.5,1241,14,27,14/02/1991,1991,7F15,2,Principal Charming,23.9,http://www.simpsonsworld.com/video/263496771968,46823
26,http://static-media.fxx.com/img/FX_Networks_-_FXX/930/879/Simpsons_02_13.jpg,8,1329,13,26,07/02/1991,1991,7F13,2,Homer vs. Lisa and the 8th Commandment,26.2,http://www.simpsonsworld.com/video/260820547692,58277
25,http://static-media.fxx.com/img/FX_Networks_-_FXX/672/71/Simpsons_02_12__377251.jpg,8.2,1392,12,25,31/01/1991,1991,7F11,2,The Way We Was,26.8,http://www.simpsonsworld.com/video/260549187876,51182
24,http://static-media.fxx.com/img/FX_Networks_-_FXX/671/595/Simpsons_02_11.jpg,8.8,1687,11,24,24/01/1991,1991,7F12,2,"One Fish, Two Fish, Blowfish, Blue Fish",24.2,http://www.simpsonsworld.com/video/260548675839,50206
23,http://static-media.fxx.com/img/FX_Networks_-_FXX/673/547/bart_gets_hit_by_car.jpg,7.8,1340,10,23,10/01/1991,1991,7F10,2,Bart Gets Hit by a Car,24.8,http://www.simpsonsworld.com/video/260550723760,56486
22,http://static-media.fxx.com/img/FX_Networks_-_FXX/661/835/Simpsons_02_09.jpg,8.1,1402,9,22,20/12/1990,1990,7F09,2,Itchy & Scratchy & Marge,22.2,http://www.simpsonsworld.com/video/260538435885,55413
21,http://static-media.fxx.com/img/FX_Networks_-_FXX/662/811/Simpsons_02_06.jpg,8.4,1522,8,21,06/12/1990,1990,7F06,2,Bart the Daredevil,26.2,http://www.simpsonsworld.com/video/260539459702,57605
20,http://static-media.fxx.com/img/FX_Networks_-_FXX/662/811/Simpsons_02_07.jpg,7.7,1324,7,20,22/11/1990,1990,7F07,2,Bart vs. Thanksgiving,25.9,http://www.simpsonsworld.com/video/260539459701,47539
19,http://static-media.fxx.com/img/FX_Networks_-_FXX/662/811/Simpsons_02_08.jpg,8,1366,6,19,15/11/1990,1990,7F08,2,Dead Putting Society,25.4,http://www.simpsonsworld.com/video/260539459670,50691
18,http://static-media.fxx.com/img/FX_Networks_-_FXX/661/835/Simpsons_02_05.jpg,7.5,1381,5,18,08/11/1990,1990,7F05,2,Dancin' Homer,26.1,http://www.simpsonsworld.com/video/260538435888,49005
17,http://static-media.fxx.com/img/FX_Networks_-_FXX/660/859/Simpsons_02_01.jpg,8.1,1457,4,17,01/11/1990,1990,7F01,2,Two Cars in Every Garage and Three Eyes on Every Fish,26.1,http://www.simpsonsworld.com/video/260537411822,64959
16,http://static-media.fxx.com/img/FX_Networks_-_FXX/661/835/Simpsons_02_04.jpg,8.2,1786,3,16,25/10/1990,1990,7F04,2,Treehouse of Horror,27.4,http://www.simpsonsworld.com/video/260538435884,130282
15,http://static-media.fxx.com/img/FX_Networks_-_FXX/663/286/Simpsons_02_02.jpg,8.3,1588,2,15,18/10/1990,1990,7F02,2,Simpson and Delilah,29.9,http://www.simpsonsworld.com/video/260539971564,58553
14,http://static-media.fxx.com/img/FX_Networks_-_FXX/662/811/bart_gets_F.jpg,8.2,1638,1,14,11/10/1990,1990,7F03,2,"Bart Gets an ""F""",33.6,http://www.simpsonsworld.com/video/260539459671,59575
13,http://static-media.fxx.com/img/FX_Networks_-_FXX/669/155/Simpsons_01_01.jpg,7.9,1567,13,13,13/05/1990,1990,7G01,1,Some Enchanted Evening,27.1,http://www.simpsonsworld.com/video/274504771647,57590
12,http://static-media.fxx.com/img/FX_Networks_-_FXX/245/843/Simpsons_01_12.jpg,8.3,1716,12,12,29/04/1990,1990,7G12,1,Krusty Gets Busted,30.4,http://www.simpsonsworld.com/video/288019523914,62561
11,http://static-media.fxx.com/img/FX_Networks_-_FXX/350/31/Simpsons_01_13.jpg,7.8,1539,11,11,15/04/1990,1990,7G13,1,The Crepes of Wrath,31.2,http://www.simpsonsworld.com/video/306382403766,60458
10,http://static-media.fxx.com/img/FX_Networks_-_FXX/305/815/Simpsons_01_10.jpg,7.4,1511,10,10,25/03/1990,1990,7G10,1,Homer's Night Out,30.3,http://www.simpsonsworld.com/video/275197507879,50816
9,http://static-media.fxx.com/img/FX_Networks_-_FXX/132/587/Simpsons_01_11.jpg,7.5,1578,9,9,18/03/1990,1990,7G11,1,Life on the Fast Lane,33.5,http://www.simpsonsworld.com/video/280384579592,64776
8,http://static-media.fxx.com/img/FX_Networks_-_FXX/688/495/Simpsons_01_07__906920.jpg,7.7,1580,8,8,25/02/1990,1990,7G07,1,The Telltale Head,28,http://www.simpsonsworld.com/video/305663555641,66311
7,http://static-media.fxx.com/img/FX_Networks_-_FXX/636/523/Simpsons_01_09__827207.jpg,7.9,1638,7,7,18/02/1990,1990,7G09,1,The Call of the Simpsons,27.6,http://www.simpsonsworld.com/video/273396803837,57793
6,http://static-media.fxx.com/img/FX_Networks_-_FXX/631/642/Simpsons_01_06.jpg,7.6,1674,6,6,11/02/1990,1990,7G06,1,Moaning Lisa,27.4,http://www.simpsonsworld.com/video/273391683535,55355
5,http://static-media.fxx.com/img/FX_Networks_-_FXX/274/735/Simpsons_01_05.jpg,8.1,1732,5,5,04/02/1990,1990,7G05,1,Bart the General,27.1,http://www.simpsonsworld.com/video/300934723994,63129
4,http://static-media.fxx.com/img/FX_Networks_-_FXX/632/119/Simpsons_01_04__343617.jpg,7.8,1701,4,4,28/01/1990,1990,7G04,1,There's No Disgrace Like Home,20.2,http://www.simpsonsworld.com/video/273392195780,67378
3,http://static-media.fxx.com/img/FX_Networks_-_FXX/621/883/Simpsons_01_03.jpg,7.5,1709,3,3,21/01/1990,1990,7G03,1,Homer's Odyssey,27.5,http://www.simpsonsworld.com/video/273381443699,78072
2,http://static-media.fxx.com/img/FX_Networks_-_FXX/265/167/Simpsons_01_02.jpg,7.8,1973,2,2,14/01/1990,1990,7G02,1,Bart the Genius,24.5,http://www.simpsonsworld.com/video/283744835990,91423
1,http://static-media.fxx.com/img/FX_Networks_-_FXX/617/479/Simpsons_01_08.jpg,8.2,3734,1,1,17/12/1989,1989,7G08,1,Simpsons Roasting on an Open Fire,26.7,http://www.simpsonsworld.com/video/273376835817,171408
