id,image_url,imdb_rating,imdb_votes,number_in_season,number_in_series,original_air_date,original_air_year,production_code,season,title,us_viewers_in_millions,video_url,views
600,,,,4,600,16/10/2016,2016,VABF16,28,Treehouse of Horror XXVII,,,
599,,,,3,599,09/10/2016,2016,VABF17,28,"The Town""[205]",,,
598,,,,2,598,02/10/2016,2016,VABF18,28,"Friends and Family""[203]",,,
597,http://static-media.fxx.com/img/FX_Networks_-_FXX/605/927/Simpsons_2720_MontyCircus_Sc1064_hires2_hires2_1280x720_772657731562.jpg,6.6,104,1,597,25/09/2016,2016,VABF20,28,Monty Burns' Fleeing Circus,3.36,http://www.simpsonsworld.com/video/772654659902,994
596,http://static-media.fxx.com/img/FX_Networks_-_FXX/88/335/fox_TheSimpsons_VABF15_hulu.jpg,6.9,210,22,596,22/05/2016,2016,VABF15,27,Orange Is the New Yellow,2.54,http://www.simpsonsworld.com/video/772111939897,276
595,http://static-media.fxx.com/img/FX_Networks_-_FXX/973/247/fox_TheSimpsons_VABF13_hulu.jpg,6.4,227,21,595,15/05/2016,2016,VABF13,27,Simprovised,2.8,http://www.simpsonsworld.com/video/770892355976,228
594,http://static-media.fxx.com/img/FX_Networks_-_FXX/79/51/fox_TheSimpsons_VABF14_hulu.jpg,6.7,193,20,594,08/05/2016,2016,VABF14,27,To Courier with Love,2.52,http://www.simpsonsworld.com/video/772102211921,192
593,http://static-media.fxx.com/img/FX_Networks_-_FXX/975/199/simp_Fland_Canyon_VABF12Sc2032_hires2.jpg,7.1,229,19,593,24/04/2016,2016,VABF12,27,Fland Canyon,2.77,http://www.simpsonsworld.com/video/770894403718,192
592,http://static-media.fxx.com/img/FX_Networks_-_FXX/974/723/fox_TheSimpsons_VABF11_hulu.jpg,6.4,228,18,592,10/04/2016,2016,VABF11,27,How Lisa Got Her Marge Back,2.55,http://www.simpsonsworld.com/video/770893891750,188
591,http://static-media.fxx.com/img/FX_Networks_-_FXX/974/722/Simpsons_27_17.jpg,6.5,246,17,591,03/04/2016,2016,VABF10,27,The Burns Cage,2.32,http://www.simpsonsworld.com/video/770893891557,190
590,http://static-media.fxx.com/img/FX_Networks_-_FXX/972/271/simp_The_Marg-ian_Chronicles_VABF09-Sc3022_hires2.jpg,7.3,262,16,590,13/03/2016,2016,VABF09,27,The Marge-ian Chronicles,3.07,http://www.simpsonsworld.com/video/770891331927,201
589,http://static-media.fxx.com/img/FX_Networks_-_FXX/553/827/simp_VABF08_Sc_1043_hires2.jpg,6.3,233,15,589,06/03/2016,2016,VABF08,27,Lisa the Veterinarian,3.09,http://www.simpsonsworld.com/video/770452547696,174
588,http://static-media.fxx.com/img/FX_Networks_-_FXX/552/851/simp_Gal_of_Constant_Sorrow-VABF06Sc1117_hires2.jpg,6.6,293,14,588,21/02/2016,2016,VABF06,27,Gal of Constant Sorrow,3.1,http://www.simpsonsworld.com/video/770451523845,144
587,http://static-media.fxx.com/img/FX_Networks_-_FXX/541/615/Simpsons_27_13.jpg,6.3,252,13,587,14/02/2016,2016,VABF07,27,Love Is in the N2-O2-Ar-CO2-Ne-He-CH4,2.89,http://www.simpsonsworld.com/video/770439747712,158
586,http://static-media.fxx.com/img/FX_Networks_-_FXX/550/898/Simpsons_27_12.jpg,6.7,271,12,586,17/01/2016,2016,VABF05,27,Much Apu About Something,3.95,http://www.simpsonsworld.com/video/770449475567,170
585,http://static-media.fxx.com/img/FX_Networks_-_FXX/532/331/Simpsons_27_11.jpg,6.8,309,11,585,10/01/2016,2016,VABF04,27,Teenage Mutant Milk-Caused Hurdles,8.33,http://www.simpsonsworld.com/video/770430019813,172
584,http://static-media.fxx.com/img/FX_Networks_-_FXX/536/734/Simpsons_27_10.jpg,6.6,356,10,584,03/01/2016,2016,VABF03,27,The Girl Code,4.41,http://www.simpsonsworld.com/video/770434627559,166
583,http://static-media.fxx.com/img/FX_Networks_-_FXX/526/474/fox_TheSimpsons_VABF02_hulu.jpg,8.4,698,9,583,13/12/2015,2015,VABF02,27,Barthood,5.97,http://www.simpsonsworld.com/video/770423875541,182
582,http://static-media.fxx.com/img/FX_Networks_-_FXX/524/1022/Simpsons_27_08.jpg,7.1,305,8,582,06/12/2015,2015,VABF01,27,Paths of Glory,5.53,http://www.simpsonsworld.com/video/770422339536,170
581,http://static-media.fxx.com/img/FX_Networks_-_FXX/520/119/fox_TheSimpsons_TABF20_hulu.jpg,6.3,328,7,581,22/11/2015,2015,TABF20,27,Lisa with an 'S',5.64,http://www.simpsonsworld.com/video/770417219938,145
580,http://static-media.fxx.com/img/FX_Networks_-_FXX/539/163/Simpsons_27_06.jpg,6.8,335,6,580,08/11/2015,2015,TABF21,27,Friend with Benefit,3.48,http://www.simpsonsworld.com/video/770437187884,175
579,http://static-media.fxx.com/img/FX_Networks_-_FXX/535/259/TheSimpsons_TABF18_1280x720_551644227791.jpg,6.8,385,5,579,25/10/2015,2015,TABF18,27,Treehouse of Horror XXVI,6.75,http://www.simpsonsworld.com/video/770433091920,195
578,http://static-media.fxx.com/img/FX_Networks_-_FXX/528/427/TheSimpsons_TABF22_1280x720_546469443783.jpg,7.5,462,4,578,18/10/2015,2015,TABF22,27,Halloween of Horror,3.69,http://www.simpsonsworld.com/video/770425923947,196
577,http://static-media.fxx.com/img/FX_Networks_-_FXX/80/527/TheSimpsons_TABF19b_1280x720_546148419631.jpg,7.2,404,3,577,11/10/2015,2015,TABF19,27,Puffless,3.31,http://www.simpsonsworld.com/video/772103747997,160
576,http://static-media.fxx.com/img/FX_Networks_-_FXX/690/39/TheSimpsons_TABF17_1280x720_538102339785.jpg,6.7,395,2,576,04/10/2015,2015,TABF17,27,Cue Detective,6.02,http://www.simpsonsworld.com/video/770595395906,178
575,http://static-media.fxx.com/img/FX_Networks_-_FXX/529/403/TheSimpsons_TABF14_1280x720_533027395692.jpg,5.9,532,1,575,27/09/2015,2015,TABF14,27,Every Man's Dream,3.28,http://www.simpsonsworld.com/video/770426947744,187
574,http://static-media.fxx.com/img/FX_Networks_-_FXX/999/75/TheSimpsons_TABF16_1280x720_446647875723.jpg,6.9,335,22,574,17/05/2015,2015,TABF16,26,Mathlete's Feat,2.82,http://www.simpsonsworld.com/video/446649411760,47429
573,http://static-media.fxx.com/img/FX_Networks_-_FXX/475/879/TheSimpsons_TABF15_1280x720_442878531850.jpg,6.8,335,21,573,10/05/2015,2015,TABF15,26,Bull-E,2.77,http://www.simpsonsworld.com/video/442879555692,43978
572,http://static-media.fxx.com/img/FX_Networks_-_FXX/307/715/TheSimpsons_TABF13_1280x720_438403139879.jpg,6.2,330,20,572,03/05/2015,2015,TABF13,26,Let's Go Fly a Coot,3.12,http://www.simpsonsworld.com/video/438408259807,40783
571,http://static-media.fxx.com/img/FX_Networks_-_FXX/850/987/TheSimpsons_TABF12_1280x720_434681923645.jpg,6.9,347,19,571,26/04/2015,2015,TABF12,26,The Kids Are All Fight,3.33,http://www.simpsonsworld.com/video/434682947703,42123
570,http://static-media.fxx.com/img/FX_Networks_-_FXX/887/903/TheSimpsons_TABF11_1280x720_430425155986.jpg,6.7,334,18,570,19/04/2015,2015,TABF11,26,Peeping Mom,3.23,http://www.simpsonsworld.com/video/430426691868,40157
569,http://static-media.fxx.com/img/FX_Networks_-_FXX/72/71/TheSimpsons_TABF10_b_1280x720_420421187988.jpg,6.7,374,17,569,15/03/2015,2015,TABF10,26,Waiting for Duffman,3.59,http://www.simpsonsworld.com/video/420981315819,37874
568,http://static-media.fxx.com/img/FX_Networks_-_FXX/880/1014/TheSimpsons_TABF09_2500_1280x720_410016835657.jpg,6.9,377,16,568,08/03/2015,2015,TABF09,26,Sky Police,3.79,http://www.simpsonsworld.com/video/410018371522,43023
567,http://static-media.fxx.com/img/FX_Networks_-_FXX/276/239/TheSimpsons_TABF08_2500_1280x720_406150723868.jpg,6.6,372,15,567,01/03/2015,2015,TABF08,26,The Princess Guide,3.93,http://www.simpsonsworld.com/video/406163011894,34137
566,http://static-media.fxx.com/img/FX_Networks_-_FXX/980/875/TheSimpsons_TABF07_2500_1280x720_399381571566.jpg,6.7,360,14,566,15/02/2015,2015,TABF07,26,My Fare Lady,2.67,http://www.simpsonsworld.com/video/399385667625,35846
565,http://static-media.fxx.com/img/FX_Networks_-_FXX/532/854/TheSimpsons_TABF06_2500_1280x720_395693635752.jpg,6.3,377,13,565,08/02/2015,2015,TABF06,26,Walking Big & Tall,2.78,http://www.simpsonsworld.com/video/395694659511,36221
564,http://static-media.fxx.com/img/FX_Networks_-_FXX/76/255/TheSimpsons_TABF04_2500_1280x720_388772419542.jpg,5.8,439,12,564,25/01/2015,2015,TABF04,26,The Musk Who Fell to Earth,3.29,http://www.simpsonsworld.com/video/388773443652,35848
563,http://static-media.fxx.com/img/FX_Networks_-_FXX/716/351/TheSimpsons_TABF05_2500_1280x720_383000643563.jpg,7.3,434,11,563,11/01/2015,2015,TABF05,26,Bart's New Friend,4.28,http://www.simpsonsworld.com/video/383002179865,39702
562,http://static-media.fxx.com/img/FX_Networks_-_FXX/752/215/TheSimpsons_RABF15_2500_1280x720_379818051609.jpg,6.8,578,10,562,04/01/2015,2015,RABF15,26,The Man Who Came to Be Dinner,10.62,http://www.simpsonsworld.com/video/379818563729,36622
561,http://static-media.fxx.com/img/FX_Networks_-_FXX/947/871/TheSimpsons_TABF03_2500_1280x720_368211523850.jpg,6.8,432,9,561,07/12/2014,2014,TABF03,26,I Won't Be Home for Christmas,6.52,http://www.simpsonsworld.com/video/368212547872,37064
560,http://static-media.fxx.com/img/FX_Networks_-_FXX/371/575/TheSimpsons_TABF02_2500_1280x720_362237507766.jpg,6.5,431,8,560,23/11/2014,2014,TABF02,26,Covercraft,3.45,http://www.simpsonsworld.com/video/362239555757,38432
559,http://static-media.fxx.com/img/FX_Networks_-_FXX/571/1003/Simpsons_26_07.jpg,6.9,456,7,559,16/11/2014,2014,TABF01,26,Blazed and Confused,6.7,http://www.simpsonsworld.com/video/359228483622,43513
558,http://static-media.fxx.com/img/FX_Networks_-_FXX/177/186/Simpsons_26_06.jpg,7.9,977,6,558,09/11/2014,2014,SABF16,26,Simpsorama,6.7,http://www.simpsonsworld.com/video/355593283530,48223
557,http://static-media.fxx.com/img/FX_Networks_-_FXX/309/823/TheSimpsons_SABF22_2500_1280x720_351438403698.jpg,6.3,442,5,557,02/11/2014,2014,SABF22,26,Opposites A-Frack,4.22,http://www.simpsonsworld.com/video/351437379941,36410
556,http://static-media.fxx.com/img/FX_Networks_-_FXX/628/699/TheSimpsons_SABF21_2500_1280x720_344252483550.jpg,7.3,612,4,556,19/10/2014,2014,SABF21,26,Treehouse of Horror XXV,7.76,http://www.simpsonsworld.com/video/344255555880,65425
555,http://static-media.fxx.com/img/FX_Networks_-_FXX/154/303/Simpsons_26_03.jpg,6.5,457,3,555,12/10/2014,2014,SABF19,26,Super Franchise Me,7.33,http://www.simpsonsworld.com/video/340536899599,42912
554,http://static-media.fxx.com/img/FX_Networks_-_FXX/947/391/Simpsons_26_02.jpg,6.9,490,2,554,05/10/2014,2014,SABF17,26,The Wreck of the Relationship,4.27,http://www.simpsonsworld.com/video/346737219924,38411
553,http://static-media.fxx.com/img/FX_Networks_-_FXX/942/347/Simpsons_26_01.jpg,5.8,652,1,553,28/09/2014,2014,SABF20,26,Clown in the Dumps,8.53,http://www.simpsonsworld.com/video/334920771636,29526
552,http://static-media.fxx.com/img/FX_Networks_-_FXX/124/379/the_yellow_badge_of_cowardge.jpg,6.7,416,22,552,18/05/2014,2014,SABF18,25,The Yellow Badge of Cowardge,3.28,http://www.simpsonsworld.com/video/307219523604,46408
551,http://static-media.fxx.com/img/FX_Networks_-_FXX/605/563/pay_pal.jpg,6.7,402,21,551,11/05/2014,2014,SABF15,25,Pay Pal,3.66,http://www.simpsonsworld.com/video/304502851923,51132
550,http://static-media.fxx.com/img/FX_Networks_-_FXX/889/791/brick_like_me.jpg,7.7,705,20,550,04/05/2014,2014,RABF21,25,Brick Like Me,4.39,http://www.simpsonsworld.com/video/311243331763,65613
549,http://static-media.fxx.com/img/FX_Networks_-_FXX/119/499/what_to_expect_when_barts.jpg,5.8,445,19,549,27/04/2014,2014,SABF14,25,What to Expect When Bart's Expecting,3.45,http://www.simpsonsworld.com/video/307214403888,48760
548,http://static-media.fxx.com/img/FX_Networks_-_FXX/973/851/days_of_future_future.jpg,7,504,18,548,13/04/2014,2014,SABF13,25,Days of Future Future,3.64,http://www.simpsonsworld.com/video/310257731892,55742
547,http://static-media.fxx.com/img/FX_Networks_-_FXX/603/610/Simpsons_25_18.jpg,6.5,415,17,547,06/04/2014,2014,SABF12,25,Luca$,4.3,http://www.simpsonsworld.com/video/304500803520,45184
546,http://static-media.fxx.com/img/FX_Networks_-_FXX/592/875/you_dont_have_to_live.jpg,6.9,430,16,546,30/03/2014,2014,SABF11,25,You Don't Have to Live Like a Referee,3.91,http://www.simpsonsworld.com/video/304489539783,42080
545,http://static-media.fxx.com/img/FX_Networks_-_FXX/770/147/Simpsons_25_16.jpg,7,414,15,545,23/03/2014,2014,SABF10,25,The War of Art,3.98,http://www.simpsonsworld.com/video/311117891947,41726
544,http://static-media.fxx.com/img/FX_Networks_-_FXX/114/619/Simpsons_25_15.jpg,6.6,407,14,544,16/03/2014,2014,SABF09,25,The Winter of His Content,4.02,http://www.simpsonsworld.com/video/307209283970,44271
543,http://static-media.fxx.com/img/FX_Networks_-_FXX/112/667/Simpsons_25_13.jpg,6.7,468,13,543,09/03/2014,2014,SABF07,25,The Man Who Grew Too Much,3.75,http://www.simpsonsworld.com/video/307207235909,44512
542,http://static-media.fxx.com/img/FX_Networks_-_FXX/208/635/Diggs.jpg,6.4,473,12,542,09/03/2014,2014,SABF08,25,Diggs,2.69,http://www.simpsonsworld.com/video/310529091639,39292
541,http://static-media.fxx.com/img/FX_Networks_-_FXX/109/739/Specs_and_the_city.jpg,7.2,431,11,541,26/01/2014,2014,SABF06,25,Specs and the City,3.87,http://www.simpsonsworld.com/video/307204163997,44119
540,http://static-media.fxx.com/img/FX_Networks_-_FXX/220/347/married_to_the_blob.jpg,7.1,475,10,540,12/01/2014,2014,SABF03,25,Married to the Blob,4.83,http://www.simpsonsworld.com/video/310541379637,40646
539,http://static-media.fxx.com/img/FX_Networks_-_FXX/203/255/Steal_this_Episode.jpg,7.6,648,9,539,05/01/2014,2014,SABF05,25,Steal This Episode,12.04,http://www.simpsonsworld.com/video/310523459925,45354
538,http://static-media.fxx.com/img/FX_Networks_-_FXX/104/859/White%20Christmas%20Blues.jpg,6.5,449,8,538,15/12/2013,2013,SABF01,25,White Christmas Blues,8.48,http://www.simpsonsworld.com/video/307199043880,39290
537,http://static-media.fxx.com/img/FX_Networks_-_FXX/580/663/Simpsons_25_10.jpg,7,440,7,537,08/12/2013,2013,SABF04,25,Yellow Subterfuge,6.85,http://www.simpsonsworld.com/video/304476739664,43717
536,http://static-media.fxx.com/img/FX_Networks_-_FXX/203/755/The_Kid_is_all_right.jpg,6.5,468,6,536,24/11/2013,2013,SABF02,25,The Kid Is All Right,6.78,http://www.simpsonsworld.com/video/310523971648,39590
535,http://static-media.fxx.com/img/FX_Networks_-_FXX/757/958/Labor_Pains.jpg,7.1,442,5,535,17/11/2013,2013,RABF19,25,Labor Pains,4.08,http://www.simpsonsworld.com/video/311105091548,40671
534,http://static-media.fxx.com/img/FX_Networks_-_FXX/577/235/YOLO.jpg,6.7,489,4,534,10/11/2013,2013,RABF22,25,YOLO,4.2,http://www.simpsonsworld.com/video/304473155645,44551
533,http://static-media.fxx.com/img/FX_Networks_-_FXX/290/90/Four_regrettings_and.jpg,6.5,482,3,533,03/11/2013,2013,RABF18,25,Four Regrettings and a Funeral,5.43,http://www.simpsonsworld.com/video/311688259548,39301
532,http://static-media.fxx.com/img/FX_Networks_-_FXX/975/803/Simpsons_25_01.jpg,7.1,654,2,532,06/10/2013,2013,RABF16,25,Treehouse of Horror XXIV,6.42,http://www.simpsonsworld.com/video/310259779794,64758
531,http://static-media.fxx.com/img/FX_Networks_-_FXX/98/3/homer_land.jpg,7,635,1,531,29/09/2013,2013,RABF20,25,Homerland,6.37,http://www.simpsonsworld.com/video/307191875741,47531
530,http://static-media.fxx.com/img/FX_Networks_-_FXX/67/743/Dangers_on_a_Train.jpg,7,396,22,530,19/05/2013,2013,RABF17,24,Dangers on a Train,4.52,http://www.simpsonsworld.com/video/257768003795,44984
529,http://static-media.fxx.com/img/FX_Networks_-_FXX/54/54/The_Saga_of_Carl.jpg,7.2,460,21,529,19/05/2013,2013,RABF14,24,The Saga of Carl,4.01,http://www.simpsonsworld.com/video/257753667515,42996
528,http://static-media.fxx.com/img/FX_Networks_-_FXX/60/411/The_Fabulous_Faker_Boy.jpg,6.3,410,20,528,12/05/2013,2013,RABF12,24,The Fabulous Faker Boy,4.16,http://www.simpsonsworld.com/video/257760323921,42426
527,http://static-media.fxx.com/img/FX_Networks_-_FXX/38/439/Whiskey_Business__009804.jpg,6.8,371,19,527,05/05/2013,2013,RABF13,24,Whiskey Business,4.43,http://www.simpsonsworld.com/video/257737283653,42810
526,http://static-media.fxx.com/img/FX_Networks_-_FXX/30/131/Pulpit_Friction.jpg,6.5,405,18,526,28/04/2013,2013,RABF11,24,Pulpit Friction,4.54,http://www.simpsonsworld.com/video/257728579751,41184
525,http://static-media.fxx.com/img/FX_Networks_-_FXX/26/226/What_Animated_Women_Want.jpg,6.5,425,17,525,14/04/2013,2013,RABF08,24,What Animated Women Want,4.11,http://www.simpsonsworld.com/video/257724483545,43471
524,http://static-media.fxx.com/img/FX_Networks_-_FXX/16/467/Dark_Knight_Court.jpg,7.1,417,16,524,17/03/2013,2013,RABF10,24,Dark Knight Court,4.89,http://www.simpsonsworld.com/video/257714243647,44170
523,http://static-media.fxx.com/img/FX_Networks_-_FXX/1017/18/Black_Eyed_Please.jpg,7,418,15,523,10/03/2013,2013,RABF09,24,"Black Eyed, Please",4.85,http://www.simpsonsworld.com/video/257689667578,42925
522,http://static-media.fxx.com/img/FX_Networks_-_FXX/1014/591/Gorgeous_Grampa.jpg,6.2,423,14,522,03/03/2013,2013,RABF06,24,Gorgeous Grampa,4.66,http://www.simpsonsworld.com/video/257687107857,39510
521,http://static-media.fxx.com/img/FX_Networks_-_FXX/1014/91/Hardly_Kirking.jpg,7,406,13,521,17/02/2013,2013,RABF05,24,Hardly Kirk-ing,4.57,http://www.simpsonsworld.com/video/257686595928,42807
520,http://static-media.fxx.com/img/FX_Networks_-_FXX/1009/710/Love_is_a_Many_Splintered_Thing.jpg,6.5,471,12,520,10/02/2013,2013,RABF07,24,Love is a Many-Splintered Thing,4.19,http://www.simpsonsworld.com/video/257681987573,41828
519,http://static-media.fxx.com/img/FX_Networks_-_FXX/1011/663/The_Changing_of_the_Guardian.jpg,6.6,405,11,519,27/01/2013,2013,RABF04,24,The Changing of the Guardian,5.23,http://www.simpsonsworld.com/video/257684035668,42215
518,http://static-media.fxx.com/img/FX_Networks_-_FXX/119/3/A_Test_Before_Trying.jpg,7,408,10,518,13/01/2013,2013,RABF03,24,A Test Before Trying,5.04,http://www.simpsonsworld.com/video/222388291945,41542
517,http://static-media.fxx.com/img/FX_Networks_-_FXX/113/647/Homer_Goes_to_Prep_School.jpg,6.9,411,9,517,06/01/2013,2013,RABF02,24,Homer Goes to Prep School,8.97,http://www.simpsonsworld.com/video/222382659887,42306
516,http://static-media.fxx.com/img/FX_Networks_-_FXX/217/651/To_Cur_with_Love.jpg,7.2,441,8,516,16/12/2012,2012,RABF01,24,To Cur with Love,3.77,http://www.simpsonsworld.com/video/222491715618,40726
515,http://static-media.fxx.com/img/FX_Networks_-_FXX/105/839/The_Day_the_Earth_Stood_Cool.jpg,7.2,493,7,515,09/12/2012,2012,PABF20,24,The Day the Earth Stood Cool,7.44,http://www.simpsonsworld.com/video/222374467937,40649
514,http://static-media.fxx.com/img/FX_Networks_-_FXX/979/907/A_Tree_Grows_in_Springfield.jpg,6.5,430,6,514,25/11/2012,2012,PABF22,24,A Tree Grows in Springfield,7.46,http://www.simpsonsworld.com/video/229733443727,43211
513,http://static-media.fxx.com/img/FX_Networks_-_FXX/481/391/Penny_Wiseguys.jpg,6.3,426,5,513,18/11/2012,2012,PABF19,24,Penny-Wiseguys,5.06,http://www.simpsonsworld.com/video/221694531617,36897
512,http://static-media.fxx.com/img/FX_Networks_-_FXX/476/11/Gone_Abie_Gone.jpg,6.7,415,4,512,11/11/2012,2012,PABF16,24,Gone Abie Gone,6.86,http://www.simpsonsworld.com/video/221688899887,35136
511,http://static-media.fxx.com/img/FX_Networks_-_FXX/476/11/Adventures_in_Baby_Getting.jpg,6.9,460,3,511,04/11/2012,2012,PABF18,24,Adventures in Baby-Getting,5.65,http://www.simpsonsworld.com/video/221688899646,39687
510,http://static-media.fxx.com/img/FX_Networks_-_FXX/482/367/Simpsons_24_02.jpg,7.3,600,2,510,07/10/2012,2012,PABF17,24,Treehouse of Horror XXIII,6.57,http://www.simpsonsworld.com/video/221695555645,67484
509,http://static-media.fxx.com/img/FX_Networks_-_FXX/478/963/Moonshine_River.jpg,6.4,597,1,509,30/09/2012,2012,PABF21,24,Moonshine River,8.08,http://www.simpsonsworld.com/video/221691971633,36570
508,http://static-media.fxx.com/img/FX_Networks_-_FXX/180/779/LisaGoesGaga.jpg,4.5,1215,22,508,20/05/2012,2012,PABF14,23,Lisa Goes Gaga,4.82,http://www.simpsonsworld.com/video/233190467851,44434
507,http://static-media.fxx.com/img/FX_Networks_-_FXX/70/302/NednEdnasBlend.jpg,6.7,408,21,507,13/05/2012,2012,PABF15,23,Ned 'n Edna's Blend,4.07,http://www.simpsonsworld.com/video/277098051530,47005
506,http://static-media.fxx.com/img/FX_Networks_-_FXX/771/823/TheSpyWhoLearnedMe.jpg,6.9,405,20,506,06/05/2012,2012,PABF13,23,The Spy Who Learned Me,4.84,http://www.simpsonsworld.com/video/230588995967,43544
505,http://static-media.fxx.com/img/FX_Networks_-_FXX/756/143/ATotallyFunThingThatBartWill.jpg,7.4,568,19,505,29/04/2012,2012,PABF12,23,A Totally Fun Thing That Bart Will Never Do Again,5,http://www.simpsonsworld.com/video/273522243657,53058
504,http://static-media.fxx.com/img/FX_Networks_-_FXX/838/515/Beware_my_cheating.jpg,7.1,470,18,504,15/04/2012,2012,PABF11,23,Beware My Cheating Bart,4.86,http://www.simpsonsworld.com/video/311189571768,43422
503,http://static-media.fxx.com/img/FX_Networks_-_FXX/774/751/ThemRobot.jpg,7.1,493,17,503,18/03/2012,2012,PABF10,23,"Them, Robot",5.25,http://www.simpsonsworld.com/video/230592067926,43615
502,http://static-media.fxx.com/img/FX_Networks_-_FXX/779/630/HowIWetYourMother.jpg,7.3,541,16,502,11/03/2012,2012,PABF08,23,How I Wet Your Mother,4.97,http://www.simpsonsworld.com/video/230597187582,44818
501,http://static-media.fxx.com/img/FX_Networks_-_FXX/572/355/Exit%20through.jpg,6.9,425,15,501,04/03/2012,2012,PABF09,23,Exit Through the Kwik-E-Mart,5.09,http://www.simpsonsworld.com/video/304468035701,45133
500,http://static-media.fxx.com/img/FX_Networks_-_FXX/726/903/Simpsons_23_14_1280x720_279065667661.jpg,7,580,14,500,19/02/2012,2012,PABF07,23,At Long Last Leave,5.77,http://www.simpsonsworld.com/video/230541891832,45226
499,http://static-media.fxx.com/img/FX_Networks_-_FXX/746/423/TheDaughterAlsoRises.jpg,6.5,490,13,499,12/02/2012,2012,PABF06,23,The Daughter Also Rises,4.26,http://www.simpsonsworld.com/video/230562371905,40669
498,http://static-media.fxx.com/img/FX_Networks_-_FXX/738/115/Simpsons_23_12.jpg,5.7,562,12,498,29/01/2012,2012,PABF05,23,Moe Goes from Rags to Riches,5.12,http://www.simpsonsworld.com/video/230553667901,39838
497,http://static-media.fxx.com/img/FX_Networks_-_FXX/736/663/Simpsons_23_11.jpg,7,553,11,497,15/01/2012,2012,PABF04,23,The D'oh-cial Network,11.48,http://www.simpsonsworld.com/video/230552131592,43275
496,http://static-media.fxx.com/img/FX_Networks_-_FXX/733/735/Simpsons_23_10.jpg,6.1,549,10,496,08/01/2012,2012,PABF03,23,"Politically Inept, with Homer Simpson",5.07,http://www.simpsonsworld.com/video/230549059731,44074
495,http://static-media.fxx.com/img/FX_Networks_-_FXX/702/979/HolidaysofFuturePassed.jpg,8.2,905,9,495,11/12/2011,2011,NABF18,23,Holidays of Future Passed,6.43,http://www.simpsonsworld.com/video/230516803889,69460
494,http://static-media.fxx.com/img/FX_Networks_-_FXX/702/479/TheTenPerCentSolution.jpg,6.2,476,8,494,04/12/2011,2011,PABF02,23,The Ten-Per-Cent Solution,9.01,http://www.simpsonsworld.com/video/230516291714,39002
493,http://static-media.fxx.com/img/FX_Networks_-_FXX/182/731/TheManintheBlueFlannel.jpg,6.8,493,7,493,27/11/2011,2011,PABF01,23,The Man in the Blue Flannel Pants,5.61,http://www.simpsonsworld.com/video/233192515983,41687
492,http://static-media.fxx.com/img/FX_Networks_-_FXX/400/295/TheBookJob.jpg,7.8,712,6,492,20/11/2011,2011,NABF22,23,The Book Job,5.77,http://www.simpsonsworld.com/video/264559171655,42780
491,http://static-media.fxx.com/img/FX_Networks_-_FXX/184/682/TheFoodWife.jpg,7.2,562,5,491,13/11/2011,2011,NABF20,23,The Food Wife,7.5,http://www.simpsonsworld.com/video/233194563539,42746
490,http://static-media.fxx.com/img/FX_Networks_-_FXX/960/747/ReplaceableYou.jpg,6.7,491,4,490,06/11/2011,2011,NABF21,23,Replaceable You,7.97,http://www.simpsonsworld.com/video/273736771817,38034
489,http://static-media.fxx.com/img/FX_Networks_-_FXX/680/507/reehouseofHorrorXXII.jpg,6.6,654,3,489,30/10/2011,2011,NABF19,23,Treehouse of Horror XXII,8.1,http://www.simpsonsworld.com/video/230493251807,63816
488,http://static-media.fxx.com/img/FX_Networks_-_FXX/752/739/BartStopstoSmelltheRoose.jpg,7,528,2,488,02/10/2011,2011,NABF17,23,Bart Stops to Smell the Roosevelts,6.19,http://www.simpsonsworld.com/video/273518659843,37642
487,http://static-media.fxx.com/img/FX_Networks_-_FXX/751/263/TheFalconandtheDohman.jpg,7.2,672,1,487,25/09/2011,2011,NABF16,23,The Falcon and the D'ohman,8.08,http://www.simpsonsworld.com/video/273517123847,39209
486,http://static-media.fxx.com/img/FX_Networks_-_FXX/596/775/Simpsons_22_22.jpg,7,492,22,486,22/05/2011,2011,NABF15,22,The Ned-Liest Catch,5.25,http://www.simpsonsworld.com/video/255101507699,43681
485,http://static-media.fxx.com/img/FX_Networks_-_FXX/386/315/Simpsons_22_21.jpg,7.3,505,21,485,15/05/2011,2011,NABF14,22,500 Keys,6,http://www.simpsonsworld.com/video/254880835816,46660
484,http://static-media.fxx.com/img/FX_Networks_-_FXX/381/935/Simpsons_22_20.jpg,7.2,483,20,484,08/05/2011,2011,NABF13,22,Homer Scissorhands,5.48,http://www.simpsonsworld.com/video/254876227684,46154
483,http://static-media.fxx.com/img/FX_Networks_-_FXX/376/55/Simpsons_22_19.jpg,6.6,486,19,483,01/05/2011,2011,NABF12,22,The Real Housewives of Fat Tony,6.1,http://www.simpsonsworld.com/video/254870083832,41638
482,http://static-media.fxx.com/img/FX_Networks_-_FXX/372/651/Simpsons_22_18.jpg,7,491,18,482,10/04/2011,2011,NABF11,22,The Great Simpsina,4.99,http://www.simpsonsworld.com/video/254866499808,41560
481,http://static-media.fxx.com/img/FX_Networks_-_FXX/338/466/Simpsons_22_17.jpg,6.5,470,17,481,27/03/2011,2011,NABF10,22,Love Is a Many Strangled Thing,6.14,http://www.simpsonsworld.com/video/254830659539,41202
